"","V1","V2","V3","V4","V5"
"438","movblk","0.128264231472334","47.1144650398976","500","1"
"439","movblk.du","0.0418754692238101","15.3818434658462","500","1"
"440","pointest","367.323489168217",NA,"500","1"
"441","varprop","0.129022664287222","67.3496458600836","500","1"
"442","vargam","0.14506902501295","52.8769034157773","500","1"
"443","movblk","0.107561708395841","56.1470576397243","500","1"
"444","movblk.du","0.0345500095993652","18.0350554984639","500","1"
"445","pointest","521.998566935138",NA,"500","1"
"446","varprop","0.125069496954104","42.5894622811182","500","1"
"447","vargam","0.142289137445362","34.1594402280909","500","1"
"448","movblk","0.104902712419531","35.722140270686","500","1"
"449","movblk.du","0.0276203340902845","9.40545221319416","500","1"
"450","pointest","340.526373882731",NA,"500","1"
"451","varprop","0.127176589550514","68.2345569548183","500","1"
"452","vargam","0.131630740402034","53.8561566958249","500","1"
"453","movblk","0.0945315492933503","50.7193848103803","500","1"
"454","movblk.du","0.0389351552993846","20.8900323653144","500","1"
"455","pointest","536.533942260778",NA,"500","1"
"456","varprop","0.122982629453741","58.9479960575921","500","1"
"457","vargam","0.128932607145024","46.2242574662877","500","1"
"458","movblk","0.0910254607069135","43.630295780185","500","1"
"459","movblk.du","0.0359933673726529","17.2523297591443","500","1"
"460","pointest","479.319691890021",NA,"500","1"
"461","varprop","0.116711666172535","48.5623484131604","500","1"
"462","vargam","0.136976995164895","38.3271159124381","500","1"
"463","movblk","0.106319158633061","44.2381485403541","500","1"
"464","movblk.du","0.0391926497028188","16.3075995101434","500","1"
"465","pointest","416.088211279334",NA,"500","1"
"466","varprop","0.126516500202759","75.6947314157061","500","1"
"467","vargam","0.137022972818573","59.4397480942906","500","1"
"468","movblk","0.101643634594797","60.8133137451553","500","1"
"469","movblk.du","0.0400948704866669","23.9887322821281","500","1"
"470","pointest","598.299283448372",NA,"500","1"
"471","varprop","0.124226928806115","44.3829033607773","500","1"
"472","vargam","0.140227605524947","35.4854289540054","500","1"
"473","movblk","0.102904383437252","36.7649377585763","500","1"
"474","movblk.du","0.0313302504133185","11.1934464590484","500","1"
"475","pointest","357.272805399923",NA,"500","1"
"476","varprop","0.126623714769091","55.7979498995516","500","1"
"477","vargam","0.138329027353166","43.5821520607256","500","1"
"478","movblk","0.102871879692657","45.33147680615","500","1"
"479","movblk.du","0.039516593093219","17.4133643578323","500","1"
"480","pointest","440.659555765712",NA,"500","1"
"481","varprop","0.125582046214891","77.3423323534504","500","1"
"482","vargam","0.150621173959128","60.0363712950482","500","1"
"483","movblk","0.118110894621155","72.7410672280448","500","1"
"484","movblk.du","0.0353870504175216","21.7938558646909","500","1"
"485","pointest","615.870936050093",NA,"500","1"
"486","varprop","0.123947346255803","70.509648471893","500","1"
"487","vargam","0.133773593447131","54.7249384088483","500","1"
"488","movblk","0.098251754254064","55.8922547635958","500","1"
"489","movblk.du","0.0340244015554685","19.355384892158","500","1"
"490","pointest","568.86775394429",NA,"500","1"
"491","varprop","0.128368145396747","68.5127649982646","500","1"
"492","vargam","0.132759340351105","53.3900419038924","500","1"
"493","movblk","0.0910004103808891","48.5688229887719","500","1"
"494","movblk.du","0.0338207980235223","18.050867525411","500","1"
"495","pointest","533.72092263632",NA,"500","1"
"496","varprop","0.130315157358547","68.9937977510847","500","1"
"497","vargam","0.141939289622584","54.3947609512662","500","1"
"498","movblk","0.102101496040083","54.05641301181","500","1"
"499","movblk.du","0.0296612664110057","15.7038019005833","500","1"
"500","pointest","529.438011276433",NA,"500","1"
